intake_id,screeningdecision,county_name,complaint_date,allegationtypedesc,intakechildpartyid,intakeperppartyid,findingdesc,abuseneglect,child_role
300236,Investigate,Oakland,07/20/2022,Emotional Abuse,100188,200093,No Evidence,A,Victim
300237,Investigate,Genesee,05/25/2022,Sexual Abuse,100188,200082,No Evidence,A,Victim
300237,Investigate,Genesee,05/25/2022,Sexual Abuse,100188,200053,No Evidence,A,Victim
300238,Investigate,Kent,07/31/2022,Emotional Abuse,100189,200150,Preponderance,A,Victim
300239,Investigate,Oakland,07/20/2021,Sexual Abuse,100190,200087,No Preponderance,A,Victim
300240,Investigate,Genesee,05/16/2022,Neglect - Failure to Provide,100191,200140,No Evidence,N,Victim
300241,Screen Out,Ingham,07/08/2021,Physical Abuse,100191,200135,,A,Victim
300241,Screen Out,Ingham,07/08/2021,Medical Neglect,100191,200009,,N,Victim
300242,Investigate,Genesee,01/07/2021,Neglect - Failure to Protect,100192,200003,No Preponderance,N,Victim
300243,Investigate,Wayne,01/18/2022,Physical Abuse,100193,200005,No Evidence,A,Victim
300244,Investigate,Wayne,02/26/2022,Neglect - Failure to Protect,100194,200111,No Evidence,N,Victim
300245,Investigate,Ingham,04/09/2021,Sexual Abuse,100195,200091,Preponderance,A,Victim
300246,Investigate,Genesee,02/20/2022,Medical Neglect,100196,200021,No Preponderance,N,Victim
300247,Investigate,Wayne,10/28/2022,Medical Neglect,100197,200003,No Evidence,N,Victim
300248,Investigate,Wayne,06/25/2021,Emotional Abuse,100197,200025,No Evidence,A,Victim
300249,Screen Out,Kent,08/24/2021,Neglect - Failure to Provide,100198,200146,,N,Victim
300250,Screen Out,Wayne,10/05/2021,Emotional Abuse,100198,200072,,A,Victim
300251,Screen Out,Kent,02/03/2021,Emotional Abuse,100199,200054,,A,Victim
300252,Screen Out,Genesee,04/21/2023,Neglect - Failure to Protect,100200,200145,,N,Victim
300253,Investigate,Genesee,05/20/2023,Emotional Abuse,100201,200036,No Evidence,A,Victim
300253,Investigate,Genesee,05/20/2023,Medical Neglect,100201,200021,No Evidence,N,Victim
300254,Investigate,Wayne,02/24/2021,Sexual Abuse,100202,200102,No Evidence,A,Victim
300255,Investigate,Oakland,01/31/2021,Neglect - Failure to Provide,100202,200097,No Preponderance,N,Victim
300256,Investigate,Genesee,08/23/2022,Sexual Abuse,100203,200022,No Preponderance,A,Victim
300257,Investigate,Kent,12/30/2022,Neglect - Failure to Provide,100204,200079,No Preponderance,N,Victim
300258,Investigate,Wayne,10/04/2021,Emotional Abuse,100205,200143,Preponderance,A,Victim
300259,Investigate,Wayne,07/22/2022,Neglect - Failure to Provide,100206,200106,No Evidence,N,Victim
300260,Screen Out,Ingham,01/13/2023,Neglect - Failure to Protect,100207,200147,,N,Victim
300260,Screen Out,Ingham,01/13/2023,Medical Neglect,100207,200134,,N,Victim
300261,Investigate,Kent,01/25/2022,Neglect - Failure to Protect,100207,200017,Preponderance,N,Victim
300262,Investigate,Wayne,03/13/2023,Neglect - Failure to Provide,100208,200051,No Evidence,N,Victim
300263,Screen Out,Wayne,11/08/2021,Sexual Abuse,100209,200098,,A,Victim
300264,Investigate,Ingham,03/17/2022,Neglect - Failure to Provide,100210,200046,No Preponderance,N,Victim
300265,Screen Out,Genesee,10/26/2021,Sexual Abuse,100211,200084,,A,Victim
300265,Screen Out,Genesee,10/26/2021,Neglect - Failure to Provide,100211,200097,,N,Victim
300266,Screen Out,Wayne,01/09/2022,Neglect - Failure to Protect,100211,200140,,N,Victim
300267,Screen Out,Wayne,07/18/2022,Neglect - Failure to Provide,100212,200054,,N,Victim
300268,Screen Out,Wayne,05/02/2023,Neglect - Failure to Protect,100213,200105,,N,Victim
300268,Screen Out,Wayne,05/02/2023,Medical Neglect,100213,200128,,N,Victim
300269,Investigate,Kent,11/07/2021,Physical Abuse,100213,200097,Preponderance,A,Victim
300270,Investigate,Ingham,02/15/2022,Medical Neglect,100214,200093,No Evidence,N,Victim
300271,Investigate,Ingham,07/04/2022,Medical Neglect,100215,200091,Preponderance,N,Victim
300271,Investigate,Ingham,07/04/2022,Emotional Abuse,100215,200043,Preponderance,A,Victim
300272,Screen Out,Oakland,02/10/2023,Physical Abuse,100215,200003,,A,Victim
300273,Investigate,Ingham,06/07/2022,Neglect - Failure to Provide,100216,200101,No Preponderance,N,Victim
300274,Investigate,Ingham,08/26/2022,Physical Abuse,100217,200107,No Evidence,A,Victim
300275,Investigate,Kent,04/29/2021,Sexual Abuse,100217,200134,Preponderance,A,Victim
300275,Investigate,Kent,04/29/2021,Neglect - Failure to Provide,100217,200124,Preponderance,N,Victim
300276,Screen Out,Wayne,11/04/2021,Medical Neglect,100218,200088,,N,Victim
300277,Screen Out,Kent,03/31/2023,Neglect - Failure to Protect,100219,200133,,N,Victim
300278,Investigate,Ingham,12/05/2021,Medical Neglect,100220,200048,No Evidence,N,Victim
300279,Investigate,Wayne,02/10/2022,Physical Abuse,100221,200100,No Evidence,A,Victim
300280,Investigate,Oakland,07/30/2021,Neglect - Failure to Protect,100222,200138,No Preponderance,N,Victim
300281,Investigate,Oakland,01/10/2022,Emotional Abuse,100222,200126,Preponderance,A,Victim
300282,Investigate,Ingham,02/02/2022,Emotional Abuse,100223,200118,Preponderance,A,Victim
300283,Investigate,Wayne,08/28/2022,Neglect - Failure to Protect,100224,200030,Preponderance,N,Victim
300284,Investigate,Genesee,06/08/2022,Neglect - Failure to Provide,100224,200048,Preponderance,N,Victim
300285,Investigate,Kent,10/23/2022,Emotional Abuse,100225,200116,No Preponderance,A,Victim
300286,Investigate,Wayne,01/03/2022,Emotional Abuse,100226,200144,Preponderance,A,Victim
300287,Investigate,Genesee,05/19/2022,Neglect - Failure to Protect,100227,200008,No Preponderance,N,Victim
300288,Investigate,Kent,10/09/2021,Emotional Abuse,100228,200127,Preponderance,A,Victim
300289,Screen Out,Ingham,10/02/2021,Medical Neglect,100229,200011,,N,Victim
300290,Investigate,Genesee,08/12/2021,Neglect - Failure to Provide,100230,200009,No Preponderance,N,Victim
300291,Investigate,Wayne,06/02/2023,Medical Neglect,100231,200090,No Preponderance,N,Victim
300292,Investigate,Kent,03/15/2022,Emotional Abuse,100232,200146,No Preponderance,A,Victim
300292,Investigate,Kent,03/15/2022,Sexual Abuse,100232,200090,No Preponderance,A,Victim
300293,Screen Out,Oakland,06/22/2021,Sexual Abuse,100233,200147,,A,Victim
300294,Investigate,Wayne,06/11/2022,Medical Neglect,100234,200071,No Evidence,N,Victim
300294,Investigate,Wayne,06/11/2022,Neglect - Failure to Protect,100234,200033,No Evidence,N,Victim
300295,Investigate,Kent,09/13/2021,Medical Neglect,100234,200148,No Evidence,N,Victim
300296,Investigate,Genesee,03/01/2022,Medical Neglect,100235,200072,No Preponderance,N,Victim
300297,Screen Out,Genesee,01/13/2022,Medical Neglect,100236,200001,,N,Victim
300298,Investigate,Genesee,04/06/2021,Neglect - Failure to Provide,100236,200102,No Preponderance,N,Victim
300298,Investigate,Genesee,04/06/2021,Neglect - Failure to Protect,100236,200056,No Preponderance,N,Victim
300299,Investigate,Oakland,11/27/2021,Physical Abuse,100237,200013,No Evidence,A,Victim
300299,Investigate,Oakland,11/27/2021,Medical Neglect,100237,200012,No Evidence,N,Victim
300300,Investigate,Wayne,04/16/2022,Neglect - Failure to Protect,100238,200110,No Evidence,N,Victim
300301,Screen Out,Kent,12/07/2022,Physical Abuse,100238,200071,,A,Victim
300302,Investigate,Wayne,09/14/2021,Medical Neglect,100239,200079,No Preponderance,N,Victim
300303,Investigate,Genesee,08/28/2021,Neglect - Failure to Protect,100240,200020,No Preponderance,N,Victim
300304,Investigate,Genesee,06/16/2022,Neglect - Failure to Provide,100241,200109,No Preponderance,N,Victim
300304,Investigate,Genesee,06/16/2022,Physical Abuse,100241,200034,No Preponderance,A,Victim
300305,Investigate,Wayne,04/02/2021,Medical Neglect,100242,200035,No Evidence,N,Victim
300306,Investigate,Wayne,05/27/2021,Sexual Abuse,100243,200113,Preponderance,A,Victim
300307,Screen Out,Kent,10/06/2022,Neglect - Failure to Protect,100243,200114,,N,Victim
300308,Investigate,Kent,04/13/2021,Sexual Abuse,100244,200110,No Evidence,A,Victim
300309,Investigate,Oakland,09/11/2021,Medical Neglect,100245,200073,Preponderance,N,Victim
300310,Investigate,Ingham,07/30/2021,Neglect - Failure to Protect,100245,200014,Preponderance,N,Victim
300311,Investigate,Ingham,05/27/2022,Neglect - Failure to Provide,100246,200082,No Preponderance,N,Victim
300311,Investigate,Ingham,05/27/2022,Emotional Abuse,100246,200034,No Preponderance,A,Victim
300312,Investigate,Kent,07/14/2022,Physical Abuse,100247,200018,No Preponderance,A,Victim
300313,Screen Out,Wayne,02/10/2021,Medical Neglect,100248,200074,,N,Victim
300314,Investigate,Genesee,02/25/2023,Physical Abuse,100249,200080,No Preponderance,A,Victim
300315,Screen Out,Kent,06/08/2022,Neglect - Failure to Provide,100249,200084,,N,Victim
300316,Investigate,Wayne,02/21/2023,Neglect - Failure to Provide,100250,200023,No Preponderance,N,Victim
