intake_id,src_intake_id,screeningdecision,county_name,complaint_date,investigation_caseid,srcongoingcase,allegationtypedesc,intakechildpartyid,intakeperppartyid,findingdesc,abuseneglect,relationtypeperptovictim,child_role
300081,1300081,Screen Out,Wayne,11/23/2022,,419143,Neglect - Failure to Protect,100167,200037,,N,Other Caregiver,Victim
300081,1300081,Screen Out,Wayne,11/23/2022,,419143,Physical Abuse,100086,200001,,A,Step-Parent,Victim
300081,1300081,Screen Out,Wayne,11/23/2022,,419143,Sexual Abuse,100086,200001,,A,Step-Parent,Victim
300082,1300082,Investigate,Kent,09/16/2023,539473,431148,Neglect - Failure to Provide,100074,200082,Preponderance,N,Parent,Victim
300082,1300082,Investigate,Kent,09/16/2023,539473,431148,Physical Abuse,100074,200082,Preponderance,N,Other Caregiver,Victim
300083,1300083,Investigate,Wayne,06/12/2023,580585,400206,Sexual Abuse,100075,200086,No Evidence,A,Parent,Victim
300083,1300083,Investigate,Wayne,06/12/2023,580585,400206,Neglect - Failure to Provide,100110,200061,No Preponderance,N,Relative,Victim
300084,1300084,Investigate,Wayne,01/17/2022,586128,496069,Medical Neglect,100062,200046,No Evidence,N,Step-Parent,Victim
300085,1300085,Transfer,Genesee,04/21/2023,,417676,Physical Abuse,100047,200100,,A,Step-Parent,Victim
300085,1300085,Transfer,Genesee,04/21/2023,,417676,Sexual Abuse,100047,200100,,A,Parent,Victim
300086,1300086,Investigate,Genesee,02/12/2022,562050,471177,Physical Abuse,100102,200025,Preponderance,A,Father's Paramour,Victim
300086,1300086,Investigate,Genesee,02/12/2022,562050,471177,Physical Abuse,100102,200037,Preponderance,A,Relative,Victim
300087,1300087,Investigate,Kent,05/25/2023,555641,495301,Sexual Abuse,100069,200106,Preponderance,A,Relative,Victim
300087,1300087,Investigate,Kent,05/25/2023,555641,495301,Emotional Abuse,100022,200112,No Evidence,A,Relative,Victim
300087,1300087,Investigate,Kent,05/25/2023,555641,495301,Neglect - Failure to Provide,100022,200112,No Evidence,A,Father's Paramour,Victim
300088,1300088,Investigate,Ingham,02/28/2022,589052,498291,Neglect - Failure to Provide,100094,200109,Preponderance,N,Parent,Victim
300088,1300088,Investigate,Ingham,02/28/2022,589052,498291,Physical Abuse,100132,200048,No Preponderance,A,Mother's Paramour,Victim
300089,1300089,Investigate,Wayne,01/11/2023,596427,403397,Sexual Abuse,100064,200117,Preponderance,A,Relative,Victim
300089,1300089,Investigate,Wayne,01/11/2023,596427,403397,Neglect - Failure to Provide,100030,200089,Preponderance,N,Parent,Victim
300089,1300089,Investigate,Wayne,01/11/2023,596427,403397,Neglect - Failure to Protect,100030,200089,Preponderance,N,Step-Parent,Victim
300090,1300090,Transfer,Kent,04/01/2023,,445538,Sexual Abuse,100082,200071,,A,Step-Parent,Victim
300090,1300090,Transfer,Kent,04/01/2023,,445538,Medical Neglect,100082,200070,,N,Father's Paramour,Victim
300090,1300090,Transfer,Kent,04/01/2023,,445538,Physical Abuse,100171,200047,,A,Step-Parent,Victim
300091,1300091,Screen Out,Genesee,08/31/2022,,475010,Neglect - Failure to Protect,100142,200103,,N,Parent,Victim
300091,1300091,Screen Out,Genesee,08/31/2022,,475010,Emotional Abuse,100142,200103,,N,Parent,Victim
300092,1300092,Investigate,Wayne,05/06/2023,541554,416427,Emotional Abuse,100148,200067,No Evidence,A,Father's Paramour,Victim
300092,1300092,Investigate,Wayne,05/06/2023,541554,416427,Physical Abuse,100019,200117,No Preponderance,A,Step-Parent,Victim
300092,1300092,Investigate,Wayne,05/06/2023,541554,416427,Emotional Abuse,100019,200117,No Preponderance,A,Relative,Victim
300093,1300093,Screen Out,Wayne,11/27/2022,,437231,Emotional Abuse,100133,200033,,A,Relative,Victim
300093,1300093,Screen Out,Wayne,11/27/2022,,437231,Sexual Abuse,100133,200026,,A,Mother's Paramour,Victim
300094,1300094,Screen Out,Kent,05/30/2023,,420211,Emotional Abuse,100149,200080,,A,Relative,Victim
300095,1300095,Investigate,Genesee,08/01/2023,575599,484077,Medical Neglect,100021,200074,Preponderance,N,Parent,Victim
300095,1300095,Investigate,Genesee,08/01/2023,575599,484077,Neglect - Failure to Provide,100012,200089,No Evidence,N,Other Caregiver,Victim
300096,1300096,Investigate,Kent,07/28/2022,596234,441854,Emotional Abuse,100184,200017,No Evidence,A,Parent,Victim
300096,1300096,Investigate,Kent,07/28/2022,596234,441854,Neglect - Failure to Provide,100184,200098,No Evidence,N,Parent,Victim
300097,1300097,Investigate,Wayne,09/11/2022,554806,480659,Emotional Abuse,100099,200021,Preponderance,A,Father's Paramour,Victim
300097,1300097,Investigate,Wayne,09/11/2022,554806,480659,Neglect - Failure to Protect,100099,200105,Preponderance,N,Other Caregiver,Victim
300098,1300098,Investigate,Kent,11/12/2022,559931,466250,Neglect - Failure to Provide,100101,200007,No Preponderance,N,Mother's Paramour,Victim
300099,1300099,Investigate,Genesee,11/01/2023,556483,414090,Sexual Abuse,100003,200047,Preponderance,A,Other Caregiver,Victim
300099,1300099,Investigate,Genesee,11/01/2023,556483,414090,Physical Abuse,100003,200047,Preponderance,A,Parent,Victim
300100,1300100,Investigate,Wayne,07/21/2023,536664,472071,Sexual Abuse,100116,200013,No Preponderance,A,Mother's Paramour,Victim
300101,1300101,Investigate,Ingham,05/28/2022,505939,405277,Neglect - Failure to Protect,100129,200103,Preponderance,N,Mother's Paramour,Victim
300101,1300101,Investigate,Ingham,05/28/2022,505939,405277,Neglect - Failure to Protect,100129,200061,Preponderance,N,Mother's Paramour,Victim
300101,1300101,Investigate,Ingham,05/28/2022,505939,405277,Sexual Abuse,100129,200061,Preponderance,N,Relative,Victim
300102,1300102,Screen Out,Kent,05/17/2023,,448282,Emotional Abuse,100005,200015,,A,Father's Paramour,Victim
300102,1300102,Screen Out,Kent,05/17/2023,,448282,Sexual Abuse,100005,200015,,A,Father's Paramour,Victim
300103,1300103,Investigate,Oakland,09/04/2023,594556,429825,Emotional Abuse,100199,200068,Preponderance,A,Other Caregiver,Victim
300103,1300103,Investigate,Oakland,09/04/2023,594556,429825,Emotional Abuse,100149,200027,No Preponderance,A,Other Caregiver,Victim
300103,1300103,Investigate,Oakland,09/04/2023,594556,429825,Medical Neglect,100148,200067,No Preponderance,N,Other Caregiver,Victim
300103,1300103,Investigate,Oakland,09/04/2023,594556,429825,Sexual Abuse,100148,200027,No Preponderance,A,Step-Parent,Victim
300104,1300104,Investigate,Kent,06/30/2023,589227,494494,Sexual Abuse,100198,200025,No Evidence,A,Relative,Victim
300104,1300104,Investigate,Kent,06/30/2023,589227,494494,Emotional Abuse,100198,200025,No Evidence,A,Step-Parent,Victim
300105,1300105,Screen Out,Ingham,11/01/2022,,464095,Medical Neglect,100177,200045,,N,Relative,Victim
300105,1300105,Screen Out,Ingham,11/01/2022,,464095,Neglect - Failure to Provide,100181,200074,,N,Other Caregiver,Victim
300106,1300106,Investigate,Genesee,05/30/2022,545399,410359,Sexual Abuse,100183,200028,No Evidence,A,Father's Paramour,Victim
300106,1300106,Investigate,Genesee,05/30/2022,545399,410359,Emotional Abuse,100183,200028,No Evidence,A,Relative,Victim
300106,1300106,Investigate,Genesee,05/30/2022,545399,410359,Emotional Abuse,100183,200026,No Evidence,A,Father's Paramour,Victim
300107,1300107,Investigate,Oakland,09/06/2022,513134,406881,Emotional Abuse,100058,200099,No Evidence,A,Step-Parent,Victim
300107,1300107,Investigate,Oakland,09/06/2022,513134,406881,Sexual Abuse,100164,200026,No Evidence,A,Relative,Victim
300107,1300107,Investigate,Oakland,09/06/2022,513134,406881,Medical Neglect,100164,200026,No Evidence,A,Father's Paramour,Victim
300107,1300107,Investigate,Oakland,09/06/2022,513134,406881,Medical Neglect,100060,200084,Preponderance,N,Father's Paramour,Victim
300107,1300107,Investigate,Oakland,09/06/2022,513134,406881,Physical Abuse,100060,200074,Preponderance,A,Other Caregiver,Victim
300107,1300107,Investigate,Oakland,09/06/2022,513134,406881,Neglect - Failure to Protect,100060,200074,Preponderance,A,Step-Parent,Victim
300108,1300108,Screen Out,Wayne,02/11/2023,,437942,Physical Abuse,100192,200002,,A,Relative,Victim
300108,1300108,Screen Out,Wayne,02/11/2023,,437942,Medical Neglect,100192,200039,,N,Mother's Paramour,Victim
300109,1300109,Screen Out,Kent,05/18/2022,,414765,Sexual Abuse,100050,200094,,A,Father's Paramour,Victim
300110,1300110,Screen Out,Wayne,12/12/2022,,425319,Neglect - Failure to Provide,100194,200110,,N,Other Caregiver,Victim
300111,1300111,Investigate,Kent,03/30/2022,542416,462581,Sexual Abuse,100036,200031,No Preponderance,A,Relative,Victim
300112,1300112,Investigate,Wayne,08/10/2023,587529,408143,Medical Neglect,100178,200052,Preponderance,N,Relative,Victim
300112,1300112,Investigate,Wayne,08/10/2023,587529,408143,Neglect - Failure to Protect,100061,200029,No Evidence,N,Other Caregiver,Victim
300113,1300113,Investigate,Wayne,09/13/2023,587045,470454,Physical Abuse,100121,200077,No Preponderance,A,Other Caregiver,Victim
300113,1300113,Investigate,Wayne,09/13/2023,587045,470454,Emotional Abuse,100121,200077,No Preponderance,A,Mother's Paramour,Victim
300113,1300113,Investigate,Wayne,09/13/2023,587045,470454,Emotional Abuse,100194,200015,No Preponderance,A,Mother's Paramour,Victim
300113,1300113,Investigate,Wayne,09/13/2023,587045,470454,Neglect - Failure to Protect,100194,200015,No Preponderance,A,Mother's Paramour,Victim
300113,1300113,Investigate,Wayne,09/13/2023,587045,470454,Sexual Abuse,100194,200008,No Preponderance,A,Mother's Paramour,Victim
300114,1300114,Investigate,Kent,11/28/2023,558391,466896,Physical Abuse,100024,200054,No Evidence,A,Mother's Paramour,Victim
300115,1300115,Screen Out,Kent,11/12/2022,,497755,Sexual Abuse,100001,200010,,A,Father's Paramour,Victim
300116,1300116,Screen Out,Wayne,03/03/2022,,404160,Medical Neglect,100121,200024,,N,Relative,Victim
300116,1300116,Screen Out,Wayne,03/03/2022,,404160,Neglect - Failure to Provide,100121,200024,,N,Other Caregiver,Victim
300117,1300117,Investigate,Kent,01/22/2023,585661,417432,Neglect - Failure to Protect,100170,200069,No Preponderance,N,Father's Paramour,Victim
300117,1300117,Investigate,Kent,01/22/2023,585661,417432,Emotional Abuse,100139,200039,No Preponderance,A,Other Caregiver,Victim
300117,1300117,Investigate,Kent,01/22/2023,585661,417432,Neglect - Failure to Protect,100139,200060,No Preponderance,N,Step-Parent,Victim
300118,1300118,Investigate,Kent,06/08/2022,586534,404223,Physical Abuse,100186,200009,No Preponderance,A,Other Caregiver,Victim
300118,1300118,Investigate,Kent,06/08/2022,586534,404223,Neglect - Failure to Protect,100196,200006,No Preponderance,N,Mother's Paramour,Victim
300118,1300118,Investigate,Kent,06/08/2022,586534,404223,Sexual Abuse,100029,200008,Preponderance,A,Step-Parent,Victim
300118,1300118,Investigate,Kent,06/08/2022,586534,404223,Medical Neglect,100029,200018,Preponderance,N,Relative,Victim
300118,1300118,Investigate,Kent,06/08/2022,586534,404223,Emotional Abuse,100029,200018,Preponderance,N,Mother's Paramour,Victim
300119,1300119,Investigate,Oakland,11/25/2022,554207,428973,Neglect - Failure to Protect,100170,200076,No Preponderance,N,Mother's Paramour,Victim
300119,1300119,Investigate,Oakland,11/25/2022,554207,428973,Neglect - Failure to Provide,100170,200076,No Preponderance,N,Other Caregiver,Victim
300119,1300119,Investigate,Oakland,11/25/2022,554207,428973,Emotional Abuse,100134,200083,Preponderance,A,Relative,Victim
300120,1300120,Investigate,Kent,11/04/2022,539419,429537,Neglect - Failure to Provide,100122,200118,No Preponderance,N,Mother's Paramour,Victim
300120,1300120,Investigate,Kent,11/04/2022,539419,429537,Neglect - Failure to Provide,100122,200008,No Preponderance,N,Step-Parent,Victim
300120,1300120,Investigate,Kent,11/04/2022,539419,429537,Sexual Abuse,100062,200011,Preponderance,A,Mother's Paramour,Victim
300120,1300120,Investigate,Kent,11/04/2022,539419,429537,Physical Abuse,100062,200011,Preponderance,A,Father's Paramour,Victim
300121,1300121,Screen Out,Wayne,01/22/2023,,499838,Neglect - Failure to Provide,100019,200086,,N,Step-Parent,Victim
300121,1300121,Screen Out,Wayne,01/22/2023,,499838,Physical Abuse,100049,200043,,A,Step-Parent,Victim
300121,1300121,Screen Out,Wayne,01/22/2023,,499838,Neglect - Failure to Protect,100049,200043,,A,Father's Paramour,Victim
300121,1300121,Screen Out,Wayne,01/22/2023,,499838,Neglect - Failure to Provide,100049,200039,,N,Step-Parent,Victim
300122,1300122,Investigate,Oakland,07/29/2022,549895,437102,Neglect - Failure to Provide,100083,200047,No Evidence,N,Other Caregiver,Victim
300123,1300123,Screen Out,Wayne,04/26/2023,,448590,Neglect - Failure to Protect,100053,200006,,N,Father's Paramour,Victim
300124,1300124,Investigate,Wayne,09/25/2022,538692,454733,Neglect - Failure to Protect,100185,200049,Preponderance,N,Other Caregiver,Victim
300125,1300125,Investigate,Ingham,12/12/2022,564304,496941,Neglect - Failure to Protect,100186,200093,No Evidence,N,Mother's Paramour,Victim
300125,1300125,Investigate,Ingham,12/12/2022,564304,496941,Medical Neglect,100165,200108,No Preponderance,N,Parent,Victim
300125,1300125,Investigate,Ingham,12/12/2022,564304,496941,Physical Abuse,100165,200108,No Preponderance,N,Other Caregiver,Victim
300126,1300126,Investigate,Wayne,10/08/2023,559771,466288,Emotional Abuse,100003,200003,No Evidence,A,Other Caregiver,Victim
300126,1300126,Investigate,Wayne,10/08/2023,559771,466288,Sexual Abuse,100056,200036,Preponderance,A,Parent,Victim
300127,1300127,Screen Out,Oakland,03/17/2023,,419517,Sexual Abuse,100028,200080,,A,Relative,Victim
300127,1300127,Screen Out,Oakland,03/17/2023,,419517,Neglect - Failure to Provide,100025,200011,,N,Step-Parent,Victim
300127,1300127,Screen Out,Oakland,03/17/2023,,419517,Emotional Abuse,100025,200011,,N,Father's Paramour,Victim
300127,1300127,Screen Out,Oakland,03/17/2023,,419517,Medical Neglect,100025,200048,,N,Parent,Victim
300127,1300127,Screen Out,Oakland,03/17/2023,,419517,Physical Abuse,100135,200110,,A,Parent,Victim
300128,1300128,Investigate,Kent,01/22/2023,522464,492124,Physical Abuse,100003,200083,Preponderance,A,Mother's Paramour,Victim
300128,1300128,Investigate,Kent,01/22/2023,522464,492124,Neglect - Failure to Protect,100003,200101,Preponderance,N,Father's Paramour,Victim
300128,1300128,Investigate,Kent,01/22/2023,522464,492124,Medical Neglect,100003,200101,Preponderance,N,Mother's Paramour,Victim
300129,1300129,Screen Out,Wayne,03/18/2022,,473861,Sexual Abuse,100140,200023,,A,Step-Parent,Victim
300129,1300129,Screen Out,Wayne,03/18/2022,,473861,Physical Abuse,100140,200023,,A,Mother's Paramour,Victim
300130,1300130,Screen Out,Wayne,02/12/2023,,431520,Emotional Abuse,100145,200109,,A,Relative,Victim
300131,1300131,Screen Out,Kent,05/24/2022,,497709,Physical Abuse,100021,200007,,A,Relative,Victim
300131,1300131,Screen Out,Kent,05/24/2022,,497709,Emotional Abuse,100021,200013,,A,Mother's Paramour,Victim
300131,1300131,Screen Out,Kent,05/24/2022,,497709,Medical Neglect,100129,200100,,N,Relative,Victim
300132,1300132,Investigate,Genesee,04/07/2023,524346,456604,Neglect - Failure to Protect,100097,200080,No Evidence,N,Father's Paramour,Victim
300133,1300133,Investigate,Wayne,10/02/2022,551069,496949,Sexual Abuse,100163,200040,No Preponderance,A,Parent,Victim
300133,1300133,Investigate,Wayne,10/02/2022,551069,496949,Emotional Abuse,100040,200058,Preponderance,A,Other Caregiver,Victim
300134,1300134,Screen Out,Kent,03/28/2022,,474968,Neglect - Failure to Protect,100063,200088,,N,Relative,Victim
300135,1300135,Investigate,Wayne,05/20/2023,539290,455195,Neglect - Failure to Provide,100071,200032,No Preponderance,N,Mother's Paramour,Victim
300136,1300136,Investigate,Oakland,04/14/2023,581290,443545,Medical Neglect,100102,200056,No Evidence,N,Step-Parent,Victim
300136,1300136,Investigate,Oakland,04/14/2023,581290,443545,Emotional Abuse,100102,200056,No Evidence,N,Relative,Victim
300137,1300137,Investigate,Wayne,07/25/2022,538201,441831,Sexual Abuse,100102,200101,No Evidence,A,Other Caregiver,Victim
300137,1300137,Investigate,Wayne,07/25/2022,538201,441831,Emotional Abuse,100102,200032,No Evidence,A,Step-Parent,Victim
300138,1300138,Investigate,Oakland,07/13/2023,592848,460506,Neglect - Failure to Provide,100007,200107,Preponderance,N,Father's Paramour,Victim
300138,1300138,Investigate,Oakland,07/13/2023,592848,460506,Medical Neglect,100007,200089,Preponderance,N,Relative,Victim
300138,1300138,Investigate,Oakland,07/13/2023,592848,460506,Medical Neglect,100187,200119,No Evidence,N,Mother's Paramour,Victim
300138,1300138,Investigate,Oakland,07/13/2023,592848,460506,Neglect - Failure to Provide,100187,200119,No Evidence,N,Parent,Victim
300139,1300139,Screen Out,Genesee,01/04/2023,,411139,Sexual Abuse,100153,200032,,A,Step-Parent,Victim
300139,1300139,Screen Out,Genesee,01/04/2023,,411139,Medical Neglect,100164,200006,,N,Father's Paramour,Victim
300140,1300140,Transfer,Oakland,12/06/2022,,412925,Emotional Abuse,100003,200066,,A,Mother's Paramour,Victim
